sentence,sentiment,topic
?nh h??ng ??n ti?n ?? h?c t?p và qu? th?i gian c?a sinh viên ( do h?c bù ) .,0,0
cô gi?ng bài d? hi?u .,1,0
?i?u em hài lòng nh?t ?ó là th?y ?i r?t ?úng gi? và không d?y quá nhanh .,1,0
nên có giáo trình th?ng nh?t cho t?t c? các l?p và h?c k? h?c .,0,1
em ngh? c?n có các bài t?p l?n ?? nâng cao kh? n?ng l?p trình c?a các sinh viên .,0,1
r?t nhi?t tình v?i sinh viên .,1,0
"gi?ng viên có ph??ng pháp gi?ng d?y hay , c?p nh?t , phù h?p v?i sinh viên .",1,0
gi?ng d?y t?t và có tâm .,1,0
d?y lý thuy?t h?i nhi?u .,0,0
"th?i l??ng môn h?c quá dài , sinh viên c?m th?y m?t m?i .",0,1
gi?ng viên vui tính d? t??ng tác v?i sinh viên .,1,0
"nhi?t tình hay giúp ?? sinh viên khi không bi?t , cho nhi?u bài t?p .",1,0
"th?y cho ?i?m ph?n nào còn theo c?m tính , ch?a ???c công b?ng .",0,0
th?y gi?ng d?y r?t nhi?t tình .,1,0
"th?y nhi?t tình , bài gi?ng phong phú ?a d?ng .",1,0
"m?i tháng ch? g?p gi?ng viên m?t l?n r?t khó cho vi?c h?c h?i , h??ng d?n t? giáo viên .",0,0
"th?y nên chu?n b? riêng m?t slide cho mình ?? gi?ng d?y , không nên l?y slide c?a ng??i khác r?i ??n khi s? sót , th?y l?i l?y cái lý do "" ?ây không là slide c?a tôi "" , "" cái này tôi c?ng không rõ n?a "" .",0,0
th?y cho làm các bài t?p t?i l?p trong khi sinh viên ch?a bi?t gì v? v?n ?? ?ó .,0,0
?ôi khi ?i quá sâu vào m?t v?n ?? bên l? .,0,0
"gi?ng viên d?y t?n tâm , nhi?t tình , d? hi?u .",1,0
cô th?t nhi?t tình .,1,1
phòng th?c hành t?t .,1,2
"nói chuy?n lan man , không liên quan ??n môn h?c quá nhi?u .",0,3
gi?ng viên r?t t?n tâm .,1,0
phân b? h?p lý th?i gian h?c và nên cho xem nhi?u video h?n là nghe .,0,1
"th?y b?n nhi?u nên c?ng ngh? nhi?u , hi v?ng th?y có th? s?p x?p th?i gian .",0,0
giáo viên s? d?ng gi? trên l?p hi?u qu? .,1,0
"giáo viên t?n tình , d?y truy?n ??t t?t .",1,0
"gi?ng viên d?y t?t , nhi?t tình .",1,0
gi?ng viên t?o c?m h?ng cho sinh viên h?c t?p .,1,0
chán .,0,0
"th?y nhi?t tình , t?n tâm giúp ?? sinh viên .",1,0
"d?y quá ch?m , quá c?n k? .",0,0
th?y wzjwz174 ít cho bài t?p v? nhà .,0,0
th?y ?ôi khi nói h?i khó hi?u .,0,0
"gi?ng viên t?n tâm , nhi?t tình , h? tr? gi?i ?áp th?c m?c môn h?c cho sinh viên .",1,0
"nên ?i sâu vào v?n ?? , giúp sinh viên hi?u t?t môn h?c , và nên có nh?ng ?ng d?ng c? th? mà môn h?c ?em l?i .",0,1
c? ng? ???c 10 ?i?m là ch?c ch?n r?i .,0,1
th?y yêu c?u quá cao ??i v?i m?t sinh viên có th? ti?p thu m?i k? n?ng c?n truy?n ??t vào m?t ?? án .,0,0
thêm phòng thi?t b? ?? th?c hành .,0,2
d? hi?u ??y ?? .,1,0
"giáo viên t?t b?ng , vui tính .",1,0
"slide quá khó hi?u , nhi?u ch? không gi?i thích rõ ràng , ??c bi?t là các bài h??ng d?n th?c hành .",0,1
"nói rõ m?c tiêu c?ng nh? các b??c làm c?a lab , kh?i l??ng bài t?p v?a ph?i .",1,0
gi?i ?áp k?p th?i nh?ng th?c m?c cho sinh viên .,1,0
"gi?ng viên nhi?t tình , ph??ng pháp d?y d? ti?p c?n , d? hi?u .",1,0
"phòng h?c c?n l?p thêm qu?t và ? c?m vì sinh viên ph?i s? d?ng laptop ?? làm bài t?p , c?n có thêm màn che c?a s? ?? có th? theo dõi bài gi?ng trên slide t?t h?n .",0,2
bài t?p không cho ví d? v? nhà ?? xem l?i .,0,1
gi?ng viên thi?u r?t nhi?u ho?t ??ng ?? vi?c h?c b?t nhàm chán khi quá bám sát bài h?c .,0,0
"th?y d?y d? hi?u , r?t hài lòng .",1,0
"micro và các thi?t b? âm thanh , máy chi?u c?n nâng c?p .",0,2
"cách gi?ng bài d? hi?u , hay .",1,0
??y ?? ki?n th?c .,1,1
ch?t l??ng phòng máy r?t t? .,0,2
"th?y gi?ng ng?n g?n , ??y ?? .",1,0
t?t gi?i chu ?áo .,1,0
"tuy có ph?n chém gió kinh ?i?n nh?ng ki?n th?c , hi?u bi?t r?ng , ??c bi?t v? công ngh? .",1,0
"ch? h?c sinh g?i email m?i show ???c slide to lên , gi?ng cho qua loa không h?i h?c sinh có hi?u gì hay không ?",0,0
t?o ni?m vui cho b?n em tuy lý thuy?t b?n em r?t ?u?i s?c .,1,0
"nhi?t tình , truy?n c?m h?ng .",1,0
"th?y hài h??c , gi?ng truy?n c?m .",1,0
"th?y d?y r?t nhi?t tình , tâm huy?t , d? hi?u .",1,0
không hi?u cách ch?m bài thi c?a th?y .,0,0
ti?t h?c ch?a ???c thu hút .,0,1
gi?ng viên nên thay ??i ph??ng pháp gi?ng d?y ?? t??ng tác nhi?u h?n v?i sinh viên .,0,0
c?n vào th?ng n?i dung .,0,1
"th?y ??p trai , d?y d? hi?u , hay trò chuy?n th?c ti?n v?i h?c sinh .",1,0
cô d?y trên l?p và th?c hành t?n tâm .,1,0
em r?t hài lòng v? th?y .,1,0
"th?y quá b?o th? , th?y luôn cho r?ng ý ki?n c?a th?y là ?úng nh?t , ngoài ra m?i ý ki?n khác ??u sai .",0,0
"th?y wzjwz252 gi?ng bài r?t thu hút , ki?n th?c th?y r?t r?ng , luôn gi?i ?áp th?c m?c cho sinh viên .",1,0
"gi?ng viên r?t hòa ??ng vui v? , nhi?t tình trong gi?ng d?y .",1,0
"gi?ng viên t?n tâm , t?o ?i?u ki?n cho h?c sinh làm bài t?p .",1,0
c?n gi?i bài t?p nhi?u h?n .,0,1
"ki?n th?c th?c ti?n c?a th?y r?ng , gi?ng d?y vui v? .",1,0
cô c?ng không cung c?p hay gi?i thích gì ?áp án c?a bài thi .,0,0
"th?y r?t nhi?t tình , nói r?t nhi?u ??n kh?n gi?ng mà s?c truy?n t?i không b?ng th?y wzjwz159 .",1,0
ki?n th?c gi?ng d?y môn ti?ng anh h?u nh? không giúp ích nhi?u cho sinh viên trong vi?c tìm hi?u các tài li?u chuyên ngành .,0,1
"th?y r?t hi?n , r?t chi là h?i tr? con .",1,0
"gi?ng d?y hay , d? hi?u , cu?n hút sinh viên .",1,0
"cách tìm ki?m chúng ? ?âu , khai thác chúng ? ?âu ch? không ph?i là ph?i nh? m?y cái ph??ng th?c hay các hàm r?i vi?t lên gi?y vào ?? thi cu?i k? .",0,1
"gi?ng h?i nhanh , ch?a k? l?m .",0,0
"nh?ng ph?n tr?ng tâm bài t?p thì c?ng không nói ???c "" ?ây là ph?n quan tr?ng có trong ?? thi các em c?n chú ý "" .",0,1
"nghe , nói luy?n t?p cao .",1,1
giáo viên gi?ng hay d? hi?u .,1,0
s? d?ng ph?n m?m crack .,0,1
nhi?u khi d?y quá th?i gian .,0,0
tuy d?y ch?m giúp h?c sinh d? hiêu tuy nhiên nhi?u bài khó thì s? khi?n sinh viên d? chán .,0,0
"th?y vui tính , th??ng sinh viên , d?y d? hi?u .",1,0
th?y b?ng nhi?t tình t?n t?y v?i sinh viên trong vi?c h??ng d?n ?? án .,1,0
"d?y d? hi?u , thân thi?n .",1,0
có các ph?n ôn t?p không liên t?i bài ki?m tra .,0,0
không nên t? ch?c th?c hành hình th?c 2 .,0,1
s? thân thi?n và t?n tình ??i v?i h?c viên .,1,3
"th?y gi?ng bài nhi?t tình , g?n g?i v?i sinh viên , n?i dung không hi?u có th? h?i ngay th?y t?i l?p .",1,0
gi?ng viên c?n n?m v?ng xem sinh viên có hi?u ???c bài hay không và ??a ra ph??ng án ?? sinh viên n?m v?ng ki?n th?c .,0,0
th?y thi?n nhi?t tình .,1,0
truy?n ??t th?c ti?n v?n ?? .,1,0
giáo viên r?t nhi?t tình và tâm huy?t ??i v?i sinh viên .,1,0
"âm thanh th?y gi?ng h?i nh? , khó kh?n trong vi?c nghe gi?ng .",0,0
nên thay ??i hình th?c kh?o sát v?i môn h?c này thì môn h?c này không có lên l?p và ch? có ??n h?n thì báo cáo v?i gi?ng viên .,0,1
"sinh viên h?i , nh?n câu tr? l?i c?ng nh? không h?i .",0,0
"th?y d?y khá nhi?t tình , vui tính .",1,0
"em ngh? ch? nên b?t bu?c các bài t?p có d?ng c?n b?n , còn bài t?p t??ng t? thì ch? khuy?n khích sinh viên làm thêm .",0,1
th?y d?y r?t hay ? !,1,0
"không th?ng nh?t tr??c v? hình th?c thi và làm bài t?p , ??n nh?ng tu?n cu?i cùng m?i công b? .",0,1
nh?m gi?m th?i l??ng gi?ng d?y c?ng nh? s? thú v? khi h?c môn toán .,0,3
"gi?ng viên d?y nhi?t tình , d? hi?u .",1,0
em mong cô c?ng nh? toàn th? các gi?ng viên hãy xem xét l?i vi?c ?i?m danh vì ??i h?c dù sao c?ng là t? h?c ch? không ph?i nh? là ph? thông n?a .,0,0
"cô c?c k? nhi?t huy?t , cô r?t d? th??ng colonlove cô yêu h?c trò c?a mình , cô c?c k? khách quan , phong cách làm vi?c c?a cô r?t gi?ng ng??i n??c ngoài , em thích cô .",1,0
"gi?ng viên nhi?t tình , t?n tâm v?i công vi?c , slide d? hi?u , ho?t ??ng h?c t?p sôi n?i .",1,0
"chú ý gi? s?c kh?e , nh?t là c? h?ng colonsmile .",0,3
"th?y t?n tâm , nhi?t tình .",1,0
máy ? phòng th?c hành quá t? .,0,2
th?y r?t d? th??ng .,1,0
"gi?ng viên nhi?t tình , thân thi?n .",1,0
"th?y truy?n ??t r?t t?n tình , d? hi?u l??ng bài t?p , n?i dung thi h?p lý , v?a s?c v?i sinh viên .",1,0
gi?ng viên nên ??n ?úng gi? h?n và cho nhi?u bài t?p h?n .,0,0
"em th?y nh?ng n?i dung nh? v?y r?t m? h? , có tính áp ??t suy ngh? cho ng??i h?c .",0,1
"c?n nâng c?p máy tính trong phòng th?c hành , nhi?u kit de2 b? l?i c?n s?a ch?a ho?c thay m?i .",0,2
em th?y môn này nhi?u lý thuy?t không ?áp ?ng ?? trong vi?c làm ?? án .,0,1
t?o ?i?u ki?n cho sinh viên làm vi?c nhóm .,1,0
ph??ng pháp d?y ch?a hay .,0,0
hay b? v? tr? colonsad .,0,0
c?n d?y chi ti?t h?n .,0,0
cô gi?ng r?t nhi?t tình .,1,0
d?y r?t chi ti?t và ??y ?? nh?ng ki?n th?c quan tr?ng .,1,0
"?? thi th?c hành c?n nêu yêu c?u c? th? , rõ ràng h?n .",0,1
gi?ng c?a gi?ng viên r?t khó nghe nên không th? nghe gi?ng h?t nh?ng ?i?u th?y nói .,0,0
"gi?ng d?y hay , nhi?t tình .",1,0
"gi?ng viên bi?t cách truy?n ??t , gi?ng r?t hay và d? hi?u .",1,0
"d?y h?i nhi?u , và h?i nhanh .",0,0
nên t?o không khí tho?i mái cho ti?t h?c ?? sinh viên d? hi?u bài và thêm yêu thích môn h?c c?a gi?ng viên .,0,0
gi?ng d?y t?n tâm .,1,0
"c? n?m toàn h?c vòng l?p "" if "" "" for "" "" while "" ??n b?a cu?i m?i l? m? h?c ???c struct v?i t?o file header mà ra ?? 5 ?i?m trong ph?n ?ó .",0,0
"g?n g?i , thân thi?n v?i sinh viên , kh? n?ng truy?n ??t ki?n th?c t?t .",1,0
quá d? d?n ??n bu?n ng? .,0,0
"vui tính , nhi?t tình .",1,0
"th?y vui tính , gi?ng bài hay , ??a nhi?u thông tin th?c t? vào bài gi?ng .",1,0
th?y wzjwz311 r?t vui và nhi?t tình .,1,0
giáo viên gi?ng d?y lôi cu?n .,1,0
"nhi?t tình , d? g?n , truy?n ??t t?n tâm .",1,0
ph??ng pháp truy?n ??t c?a gi?ng viên ch?a hi?u qu? l?m .,0,0
giáo viên ch?a t?o ???c không khí vui v? trong l?p h?c .,0,0
th?y giúp em bi?t m?ch s? là gì .,1,0
có lúc th?y l?c ?? .,0,0
th?y d?y h?i ch?m .,0,0
"l?n ???c h?c th?y , th?m nhi?u th? quá .",1,0
nhi?u ph?n trong slide bài gi?ng c?a gi?ng viên không chính xác .,0,0
"môn h?c c?n phân chia h?p lý gi?a các ph?n , ph?n nào khó c?n nhi?u th?i gian ?? h?c nó , ph?n nào ?ã h?c thì ch? ra nh?ng ?i?m ??c bi?t c?ng nh? th?i gian h?c ph?n ?ó rút ng?n l?i ?? các ph?n ch?a h?c khác s? có th?i gian nhi?u h?n .",0,1
"th?c hành ?úng tiêu chí môn h?c , ?i t? d? ??n khó cho sinh viên h?c t?p t?ng b??c d? hi?u , gi?ng viên tích c?c gi?i ?áp th?c m?c và h? tr? sinh viên trong gi? th?c hành .",0,1
"d?y d? hi?u , sâu r?ng .",1,0
"th?y d?y nhi?t tình , vui v? .",1,0
"th?y c?c k? tâm lý , vui tính , d?y nhi?t tình và t?n t?y v?i h?c trò .",1,0
th?y luôn ch? ??ng t?o tranh lu?n và ki?m tra bài t?p ??u gi? ?? sinh viên d? dàng n?m b?t ki?n th?c .,1,0
"n?i dung ti?t h?c còn lan man , c?m t??ng nh? th?y ?ang d?y v? ti?ng anh chuyên ngành , ch? không ?ào sâu v? k? thu?t .",0,0
nên t? tin h?n trong vi?c gi?ng d?y .,0,0
gi?ng viên có c?p nh?t thông tin m?i nh?t v? tình hình th?c t? .,1,0
giáo viên r?t nhi?t tình ??i v?i sinh viên .,1,0
c?m th?y h?ng thú khi lên l?p .,1,1
"cùng m?t ki?n th?c nh?ng cách truy?n ??t c?a th?y d? hi?u h?n , phù h?p v?i ??i ?a s? sinh viên và t?t nhiên là h?u d?ng cho các môn khác ch? không h? lan man , thi?u tr?ng tâm nh? các gi?ng viên toán khác .",1,1
gi?ng viên ch?a bám sát ???c sinh viên .,0,0
nhi?u lúc th?y v?n nói lý thuy?t nhi?u gây nhàm chán .,0,0
"ph?n ki?m tra , thi c? ??i v?i môn này nên ?? cao tính t? duy logic c?a ng??i h?c c?ng nh? kh? n?ng áp d?ng ki?n th?c ?ã h?c vào th?c t? th?c nghi?m b?ng cách ch? y?u ?ánh giá cao ph?n th?c hành , vi?t code , làm project .",1,1
"do môn còn m?i nên nhi?u v?n ?? tr?c tr?c trong quá trình th?c hành th?y v?n ch?a gi?i quy?t ???c , nh?ng v?n r?t ?ng h? th?y .",1,1
luôn ??m b?o gi? gi?c trong ti?t h?c .,1,0
"phòng lab chán l?m , h? h?ng h?t c? .",0,2
"n?i dung môn h?c còn khô , c?ng !",0,1
cô nói h?i nh? nên h?i bu?n ng? .,0,0
có lúc d?y khó hi?u .,0,0
"th?y cho bài t?p l? , ?a d?ng .",1,0
"sau khi ?ã h?c xong môn nh?p môn ?i?n t? , em thi?t ngh? môn h?c này c?n có thêm nh?ng ph?n h?c v? th?c t? , ?? sinh viên chúng em có thêm ??ng l?c khi h?c nh?ng ph?n lý thuy?t ?ôi khi "" khô khan "" và "" xa l? "" ??ng th?i s? t?o ???c s? ?am mê v?i b? môn ?i?n t? nói chung ngay t? nh?ng ngày ??u h?c "" nh?p môn "" .",0,1
"giáo viên vui tính , tích c?c .",1,0
th?y d?y nghiêm túc .,1,0
"c? s? d? li?u n?m nay ?ã k?t h?p v?i thi?t k? c? s? d? li?u r?i , ki?n th?c nhi?u mà thi có ph?n tr?c nghi?m n?a thì ?ánh giá ki?n th?c h?c ???c ch?a ??m b?o cho l?m ? .",0,1
n?i dung có liên h? nhi?u v?i th?c t? .,1,1
"nhi?t tình , luôn luôn giúp h?c sinh hi?u v?n ?? c?n k? .",1,0
"ra ?? thì ph?i có ?áp án , ?? sinh viên t?p d?n thói quen ??c code .",0,0
em ngh? là c?n thêm bài t?p trên l?p và gi?i ngay trên l?p .,0,0
môn h?c ch? nên thuy?t trình tìm hi?u v? egov không làm ?? án .,0,1
gi?ng viên có nhi?u ph??ng pháp gi?ng hay .,1,0
th?c hành hình th?c 2 khó có th? tham gia h?c th??ng xuyên l?m ? !,0,1
"cô gi?ng r?t hay , r?t nhi?t tình khi gi?ng d?y , r?t vui tính .",1,0
"giáo viên luôn chia s? nh?ng ?ng d?ng c?a ki?n th?c ?ã h?c v?i th?c ti?n , chia s? khá nhi?u kinh nghi?m th?c t? vô cùng b? ích v?i sinh viên .",1,0
"th?y d?y nhi?t tình , r?t chu ?áo .",1,0
th?y d?y r?t nhi?t tình v?i sinh viên .,1,0
"em th?y r?t hài lòng v? môn h?c này , nên em không có ý ki?n gì khác c? .",1,1
bàn gh? còn b?i .,0,2
"cô vui tính , d?y t?t .",1,0
"nhi?t tình , gi?i hay giúp ?? sinh viên và cho nhi?u bài t?p .",1,0
k? chuy?n hay .,1,3
tôi ?ã th?y gi?ng viên ch? nhìn qua ch?a ??y 30 giây và cho ?i?m 9 ngay l?p t?c .,0,0
phòng th?c hành nên nâng c?p máy tính .,0,2
th?y ít khi nh?c l?i v? ph?n ?ã d?y hôm tr??c .,0,0
"th?y nên tham gia th?c hành cùng sinh viên , không ph?i là ch? ng?i m?t ch? , t?i em t? mày mò làm xong r?i th?y m?i xu?ng ch?m ?i?m .",0,0
mong mu?n gi?ng viên nào c?ng áp d?ng nh? v?y thì quá t?t .,0,0
"gi?ng viên c?n chu?n b? giáo án tr??c khi ??n l?p , gi?ng viên di?n ??t không t?t c?n ph?i h?c cách di?n ??t cho sinh viên d? hi?u .",0,0
c?n h?c môn l?p trình tr?c quan tr??c .,0,1
"cách truy?n ??t ki?n th?c kém hi?u qu? , cô d?y gi?ng nh? là không d?y , ch? ??c ch? trong slide r?i cho sinh viên làm bài t?p .",0,0
"làm t?n th?i gian truy?n ??t , d?n ??n h?ng thú lên l?p nghe gi?ng b? h?n ch? .",0,0
th?y luôn t?o c? h?i ?? sinh viên có th? ???c th?c hành .,1,0
thêm ph?n anh v?n chuyên ngành vào n?i dung h?c .,0,1
"c?m ?n cô và chúc cô ngh? ?? vui v? , m? tròn con vuông !",1,0
"th?y d?y t?t , gi?ng d? hi?u .",1,0
ch?a có th?i gian cho sinh viên ng?m ngh? ?i?u mình m?i h?c mà ?ã qua n?i dung khác ?? theo k?p ch??ng trình .,0,0
d?y d? hi?u .,1,0
"th?y vui v? , tho?i mái .",1,0
"th?y t?n tâm , d?y d? hi?u , vui tính , l?p h?c tho?i mái d? ti?p thu .",1,0
em thích h?c môn này v?i cô wzjwz157 .,1,0
cô t?n tình h??ng d?n ch? b?o .,1,0
"c?p nh?t ?i?m thi gi?a k? ch?m , nên sinh viên không bi?t m?c ?? ph?n ??u nh? th? nào !",0,1
"gi?ng d?y t?n tâm , nhi?t tình , d? hi?u .",1,0
th?y không vui tính .,0,0
gi?ng nhi?u ph?n nâng cao làm sinh viên b?i r?i .,0,0
th?y d?y vui v? .,1,0
"cô d?y d? hi?u , h? tr? t?t cho các b?n .",1,0
th?i gian n?p bài t?i l?p h?i ng?n .,0,1
"c?n có sách h?c hay , chi ti?t , hi?u qu? colonsmilesmile .",0,1
ph??ng pháp gi?ng d?y còn khó hi?u .,0,0
t?n tình chu ?áo .,1,0
n?i dung lý thuy?t và th?c hành c?a môn h?c không có b?t k? liên h? gì v?i nhau n?i dung lý thuy?t không phù h?p v?i môn h?c và không t?o ???c s? quan tâm và mong mu?n c?a sinh viên v? ki?n th?c qu?n tr? m?ng nh? mong ??i .,0,1
c?n có kh? n?ng truy?n ??t t?t h?n !,0,0
"gi?ng viên d?y có hi?u qu? cao , mang tính th?c ti?n .",1,0
"giáo viên truy?n ??t ki?n th?c ??y ?? , d? hi?u , nhi?t tình gi?ng d?y .",1,0
em xin l?i nh?ng ?ó là s? th?t !,0,3
"cô t?n tâm , h? tr? nhi?t tình .",1,0
không có giáo trình .,0,1
"ph??ng pháp t? duy cho sinh viên , ?? sinh viên t? gi?i quy?t các v?n ?? .",1,0
"gi?ng d?y d? hi?u , linh ??ng trong nhi?u bài t?p .",1,0
"gi?ng viên gi?ng d?y t?n tình , vui v? giúp h?c viên nh?n th?c ???c nhi?u ki?n th?c .",1,0
c?i thi?n ch?t l??ng phòng máy th?c hành .,0,2
"n?u ???c ch?n , cô luôn là l?a ch?n hàng ??u cho các môn kinh t? .",1,0
c?n thêm bài t?p và rèn luy?n k? n?ng giao ti?p .,0,1
nhi?t tình gi?ng d?y .,1,0
tho?i mái v? th?i gian .,1,0
"em còn ch?a th?y m?t th?y n?a , ho?c có nh?ng quên r?i colondoublesurprise .",0,0
"các n?i dung môn h?c th?y tri?n khai không ?úng theo khung , m?i vào mà th?y d?y servlet thì r?t khó hi?u , sinh viên có góp ý qua th?y ch? nhi?m nh?ng v?n không thay ??i .",0,0
"slide bài gi?ng còn l?n l?n anh vi?t , ph?n ti?ng vi?t thì gi?ng viên l?i dùng google d?ch nên ??c không hi?u .",0,1
"cách truy?n ??t t?t , t?n tâm .",1,0
cô r?t nhi?t tình và thân thi?n v?i sinh viên .,1,0
"gi?ng viên t?n tâm v?i vi?c d?y h?c , t?o c?m h?ng h?c t?p cho sinh viên .",1,0
c?n cho nhi?u th?i gian ?? sinh viên có ?? th?i gian hoàn thành ?? án môn h?c .,0,1
"th?y r?t vui tính , truy?n t?i thông tin tuy?t v?i .",1,0
"?ôi lúc h?i m?t s? câu h?i r?t m? h? khi?n sinh viên không bi?t ?ang ???c h?i v? khía c?nh nào , c? hay m?i ( ch??ng tr??c hay ch??ng hi?n t?i ) .",0,0
hy v?ng th?y s? c?i ti?n làm cho ho?t ??ng sôi n?i h?n .,0,0
"quá nhàm chán , không nâng cao ???c ki?n th?c .",0,1
th?y d?y khá nhi?t tình vui tính .,1,0
th?y khá nhi?t huy?t và g?n g?i v?i sinh viên .,1,0
theo th?i khóa bi?u hi?n nay thì h?c th?c hành tr??c nên sinh viên lúc th?c hành ch?a hi?u v?n ?? nên khó kh?n trong vi?c làm bài .,0,1
cô nên t?ng t?c ?? gi?i bài h?n .,0,0
tài li?u ti?ng anh gây khó kh?n cho ôn thi .,0,1
"gi?ng d?y t?n tình , vui v? .",1,0
"gi?ng viên d?y có tâm huy?t , k? càng v?i sinh viên , nhi?t tình giúp ?? .",1,0
kh? n?ng truy?n ??t ki?n th?c không cao .,0,0
c?n nâng cao ch?t l??ng trang thi?t b? .,0,2
"gi?ng viên vui tính , thân thi?n .",1,0
"??u t? các thi?t b? cho sinh viên m??n , nh? ?i?n tho?i android , windows phone .",0,2
th?y d?y t?t và tâm huy?t .,1,0
vi?c phân chia nhóm không h?p lý d?n t?i ch?t l??ng h?c t?p không t?t .,0,1
"th?y nhi?t tình , vui v? .",1,0
"t?n tâm nhi?t tình , gi?ng gi?i cho sinh viên ch?a hi?u t? m? .",1,0
"ph?n máy tính không h? tr? cho vi?c h?c nhi?u , ch? làm sinh viên phân tán .",0,1
"s? nhi?t tình , tâm huy?t .",1,0
"?ó là ti?n c?a h? , h? mu?n dùng thì tùy h? , ng??i khác nghèo không ph?i l?i c?a h? , ch?a k? ti?n thu? h? ?óng góp cho n??c c?ng ?? ?? g?i là xây d?ng r?i .",0,3
"các d?ng bài t?p rõ ràng , tài li?u cung c?p ??y ?? .",1,1
"gi?ng viên d?y t?n tình , cung c?p ??y ?? ki?n th?c cho sinh viên .",1,0
c?n t?ng th?i gian h?c .,0,1
nên t? ch?c thêm nh?ng bu?i h?i th?o liên quan ??n n?i dung môn h?c .,0,3
d?y ?úng tr?ng tâm .,1,0
?? ngh? th?y share slide gi?ng d?y trên l?p .,0,0
nên trang b? trang thi?t b? cho phòng th?c hành và phòng lab ?? sinh viên có th? th?c hành và h?c tr?c ti?p trên thi?t b? th?t .,0,2
th?y gi?ng d?y r?t nhi?t tình và vui tính .,1,0
"nên c?i ti?n h? th?ng ch?m ?i?m online , update bài t?p cho t?t c? h?c sinh làm r?i có b?ng x?p h?ng , nh? bên codefun c?a mi?n b?c .",0,1
bài gi?ng th?c t? .,1,1
ki?n th?c th?y d?y r?t hay và b? ích .,1,0
h?n ch? d?y b?ng slide .,0,0
nói sâu v? v?n ?? khó .,0,0
"th?y lên l?p không ?úng gi? gi?c , th??ng xuyên ?i tr? .",0,0
ch?t l??ng phòng máy kém .,0,2
phong cách gi?ng d?y r?t hay .,1,0
giáo viên gi?ng d?y s? d?ng nhi?u ví d? th?c ti?n .,1,0
c?n tuân th? ?úng và ?? gi? .,0,1
"th?y r?t nhi?t tình và n?ng ??ng , h?c th?y có thêm nhi?u ki?n th?c m?i không ch? gói g?n trong n?i dung môn h?c .",1,0
"th?y gi?ng bài k? , d? hi?u !",1,0
"nhi?t tình gi?ng d?y , gi?i ?áp th?c m?c r?t chi ti?t , cung c?p ??y ?? ki?n th?c c?n thi?t ?? ki?m tra .",1,0
"th?y gi?ng nhanh và cách truy?n ??t h?i khó hi?u , ??a ra khá ít ví d? ?? sinh viên có th? hi?u bài rõ h?n .",0,0
"các gi?ng d?y c?a gi?ng viên còn khó hi?u , r?i r?m .",0,0
?i?n tho?i không liên l?c ???c .,0,3
n?i dung th?c hành nên thay ??i doubledot m?i tu?n th?c hành các ph?n lý thuy?t trên l?p và gi?ng viên h??ng d?n làm ?? án cu?i k? .,0,1
gi?ng viên t?ng c??ng gi?i ?? c?a các n?m .,1,0
thi?u thi?t b? th?t ?? th?c hành .,0,2
nhi?t tình giúp ?? sinh viên .,1,0
gi?ng bài r?t d? hi?u .,1,0
th?c s? em v?n ch?a hi?u ngoài vi?c ?? làm bài t?p thì wireshark ???c dùng ?? làm vi?c gì khác .,0,1
"em ngh? c? s? v?t ch?t v?n còn y?u kém , ng?i xa không th? nhìn rõ ???c slide bài gi?ng c?a cô giáo , phòng h?c r?t nóng .",0,2
th?y gi?i nhi?u bài t?p cho sinh viên giúp sinh viên c?ng c? ki?n th?c sau khi h?c lý thuy?t .,1,0
"cô r?t vui v? , nhi?t tình , tâm huy?t .",1,0
"c?n có các thi?t b? di ??ng th?t ?? sinh viên th?c hành khi c?n thi?t , vì các ch??ng trình mô ph?ng trên máy tính là không ??y ?? .",0,2
"th?y d?y d? hi?u , code m?u ??y ?? .",1,0
?i?u em hài lòng nh?t ?ó là th?y v?i t?c ?? phù h?p và r?t d? hi?u .,1,0
nên th?ng nh?t l?i n?i dung môn h?c so v?i cách thi c?a phòng ?ào t?o .,0,1
"th?y d?y hay , nhi?t tình , không bao chê bai sinh viên dù m?c dù không t?t mà h??ng sinh viên ??n suy ngh? tích c?c h?n , c? g?ng h?n .",1,0
"gi?ng d?y nhi?t tình , quan tâm t?i sinh viên .",1,0
"c?n t?ng chú ý v? k? n?ng c?n thi?t trong toeic nh? nghe , ??c .",0,1
"kính mong gi?ng viên có th? cho thêm nhi?u bài t?p nh?m giúp sinh viên luy?n t?p , n?m b?t n?i dung môn h?c và v?n d?ng nó hi?u qu? h?n , giúp ích cho vi?c h?c các môn sau này .",0,1
